symptom,pref_label,meddra_code,soc
Overdose,Overdose,10033295,"Injury, poisoning and procedural complications"
Oxygen saturation,Oxygen saturation,10033316,Investigations
Oxygen saturation abnormal,Oxygen saturation abnormal,10033317,Investigations
Oxygen saturation decreased,Oxygen saturation decreased,10033318,Investigations
PCO2,PCO2,10034180,Investigations
PCO2 decreased,PCO2 decreased,10034181,Investigations
PCO2 increased,PCO2 increased,10034183,Investigations
PCO2 normal,PCO2 normal,10058983,Investigations
PO2 decreased,PO2 decreased,10035768,Investigations
PO2 increased,PO2 increased,10035769,Investigations
Paediatric acute-onset neuropsychiatric syndrome,Paediatric acute-onset neuropsychiatric syndrome,10086605,Infections and infestations
Pain,Pain,10033371,General disorders and administration site conditions
Pain assessment,Pain assessment,10050533,Investigations
Pain in extremity,Pain in extremity,10033425,Musculoskeletal and connective tissue disorders
Pain in jaw,Pain in jaw,10033433,Musculoskeletal and connective tissue disorders
Pain of skin,Pain of skin,10033474,Skin and subcutaneous tissue disorders
Painful respiration,Painful respiration,10033517,"Respiratory, thoracic and mediastinal disorders"
Palatal oedema,Palatal oedema,10056998,Gastrointestinal disorders
Palatal swelling,Palatal swelling,10074403,Gastrointestinal disorders
Palatal ulcer,Palatal ulcer,10077519,Gastrointestinal disorders
Pallor,Pallor,10033546,Skin and subcutaneous tissue disorders
Palpitations,Palpitations,10033557,Cardiac disorders
Pancoast's tumour,Pancoast's tumour,10033572,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Pancreatic atrophy,Pancreatic atrophy,10033603,Gastrointestinal disorders
Pancreatic carcinoma,Pancreatic carcinoma,10033609,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Pancreatic cyst,Pancreatic cyst,10033615,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Pancreatic disorder,Pancreatic disorder,10033616,Gastrointestinal disorders
Pancreatic enlargement,Pancreatic enlargement,10055024,Gastrointestinal disorders
Pancreatic enzyme abnormality,Pancreatic enzyme abnormality,10033619,Gastrointestinal disorders
Pancreatic failure,Pancreatic failure,10079281,Gastrointestinal disorders
Pancreatic pseudocyst,Pancreatic pseudocyst,10033635,Gastrointestinal disorders
Pancreatitis,Pancreatitis,10033645,Gastrointestinal disorders
Pancreatitis acute,Pancreatitis acute,10033647,Gastrointestinal disorders
Pancreatitis necrotising,Pancreatitis necrotising,10033654,Gastrointestinal disorders
Pancreatitis relapsing,Pancreatitis relapsing,10033657,Gastrointestinal disorders
Pancytopenia,Pancytopenia,10033661,Blood and lymphatic system disorders
Panic attack,Panic attack,10033664,Psychiatric disorders
Panic disorder,Panic disorder,10033666,Psychiatric disorders
Panic reaction,Panic reaction,10033670,Psychiatric disorders
Panniculitis,Panniculitis,10033675,Skin and subcutaneous tissue disorders
Papillary renal cell carcinoma,Papillary renal cell carcinoma,10078493,Renal and urinary disorders
Papillary thyroid cancer,Papillary thyroid cancer,10033701,Endocrine disorders
Papilloedema,Papilloedema,10033712,Nervous system disorders
Papilloma viral infection,Papilloma viral infection,10061331,Infections and infestations
Papular-purpuric gloves-and-socks syndrome,Papular-purpuric gloves-and-socks syndrome,10090892,Infections and infestations
Papule,Papule,10033733,Skin and subcutaneous tissue disorders
Paracentesis,Paracentesis,10061905,Surgical and medical procedures
Paracentesis eye,Paracentesis eye,10033759,Investigations
Paraesthesia,Paraesthesia,10033775,Nervous system disorders
Paraesthesia oral,Paraesthesia oral,10057372,Gastrointestinal disorders
Paraganglion neoplasm,Paraganglion neoplasm,10061332,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Parainfluenza virus test negative,,,Unmapped
Paralysis,Paralysis,10033799,Nervous system disorders
Paranasal cyst,Paranasal cyst,10062321,"Respiratory, thoracic and mediastinal disorders"
Paranasal sinus discomfort,Paranasal sinus discomfort,10052438,"Respiratory, thoracic and mediastinal disorders"
Paranasal sinus hypersecretion,Paranasal sinus hypersecretion,10057392,"Respiratory, thoracic and mediastinal disorders"
Paranasal sinus polypectomy,Paranasal sinus polypectomy,10075854,Surgical and medical procedures
Paraneoplastic syndrome,Paraneoplastic syndrome,10059420,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)"
Paranoia,Paranoia,10033864,Psychiatric disorders
Paraplegia,Paraplegia,10033892,Nervous system disorders
Parasite stool test,Parasite stool test,10060812,Investigations
Parasite stool test negative,Parasite stool test negative,10033904,Investigations
Parasitic test negative,Parasitic test negative,10089948,Investigations
Parasitic test positive,Parasitic test positive,10059422,Investigations
Parathyroidectomy,Parathyroidectomy,10033968,Surgical and medical procedures
Parenteral nutrition,Parenteral nutrition,10051284,Surgical and medical procedures
Parkinson's disease,Parkinson's disease,10061536,Nervous system disorders
Parkinsonism,Parkinsonism,10034010,Nervous system disorders
Parosmia,Parosmia,10034018,"Respiratory, thoracic and mediastinal disorders"
Parotitis,Parotitis,10034038,Gastrointestinal disorders
Partial seizures,Partial seizures,10061334,Nervous system disorders
Particle therapy,Particle therapy,10091401,Surgical and medical procedures
Parvovirus B19 test negative,Parvovirus B19 test negative,10070365,Investigations
Passive smoking,Passive smoking,10064066,Social circumstances
Paternal exposure before pregnancy,Paternal exposure before pregnancy,10080093,"Injury, poisoning and procedural complications"
Pathology test,Pathology test,10068056,Investigations
Patient isolation,Patient isolation,10053315,Surgical and medical procedures
Patient restraint,Patient restraint,10053316,Surgical and medical procedures
Peau d'orange,Peau d'orange,10049752,Skin and subcutaneous tissue disorders
Pectus excavatum,Pectus excavatum,10034204,Musculoskeletal and connective tissue disorders
Pelvic discomfort,Pelvic discomfort,10064229,Gastrointestinal disorders
Pelvic floor dysfunction,Pelvic floor dysfunction,10083246,Gastrointestinal disorders
